,Title,Year,Authors,Journal,Journal Acronym,Rank
757,A Dynamic Reliability-Aware Service Placement for Network Function Virtualization (NFV).,2019,"Mohammad Karimzadeh-Farshbafan, Vahid Shah-Mansouri, Dusit Niyato",CoRR abs/1911.06532 ,CORR,
758,Dynamic Model for Network Selection in Next Generation HetNets with Memory-affecting Rational Users.,2019,"Shaohan Feng, Dusit Niyato, Xiao Lu, Ping Wang, Dong In Kim",CoRR abs/1911.07628 ,CORR,
759,Artificial Intelligence-Enabled Intelligent 6G Networks.,2019,"Helin Yang, Arokiaswami Alphones, Zehui Xiong, Dusit Niyato, Jun Zhao, Kaishun Wu",CoRR abs/1912.05744 ,CORR,
760,Toward an Automated Auction Framework for Wireless Federated Learning Services Market.,2019,"Yutao Jiao, Ping Wang, Dusit Niyato, Bin Lin, Dong In Kim",CoRR abs/1912.06370 ,CORR,
761,Towards Smart Radio Environment for Wireless Communications via Intelligent Reflecting Surfaces: A Comprehensive Survey.,2019,"Shimin Gong, Xiao Lu, Dinh Thai Hoang, Dusit Niyato, Lei Shu, Dong In Kim, Ying-Chang Liang",CoRR abs/1912.07794 ,CORR,
762,Computation Offloading and Content Caching Delivery in Vehicular Edge Computing: A Survey.,2019,"Rudzidatul Akmam Dziyauddin, Dusit Niyato, Nguyen Cong Luong, Mohd Azri Mohd Izhar, Marwan Hadhari, Salwani Mohd Daud",CoRR abs/1912.07803 ,CORR,
763,"""Borrowing Arrows with Thatched Boats"": The Art of Defeating Reactive Jammers in IoT Networks.",2019,"Dinh Thai Hoang, Diep N. Nguyen, Mohammad Abu Alsheikh, Shimin Gong, Eryk Dutkiewicz, Dusit Niyato, Zhu Han",CoRR abs/1912.11170 ,CORR,
764,Joint Incentive Mechanism for Paid Content Caching and Price Based Cache Replacement Policy in Named Data Networking.,2018,"Anselme Ndikumana, Nguyen Hoang Tran, Tai Manh Ho, Dusit Niyato, Zhu Han, Choong Seon Hong",IEEE Access 6: 33702-33717 ,ACCESS,
765,Coordinated Device-to-Device Communication With Non-Orthogonal Multiple Access in Future Wireless Cellular Networks.,2018,"S. M. Ahsan Kazmi, Nguyen Hoang Tran, Tai Manh Ho, Aunas Manzoor, Dusit Niyato, Choong Seon Hong",IEEE Access 6: 39860-39875 ,ACCESS,
766,QoE-Enabled Unlicensed Spectrum Sharing in 5G: A Game-Theoretic Approach.,2018,"Anupam Kumar Bairagi, Sarder Fakhrul Abedin, Nguyen Hoang Tran, Dusit Niyato, Choong Seon Hong",IEEE Access 6: 50538-50554 ,ACCESS,
767,A hybrid model using fuzzy logic and an extreme learning machine with vector particle swarm optimization for wireless sensor network localization.,2018,"Songyut Phoemphon, Chakchai So-In, Dusit Niyato",Appl. Soft Comput. 65: 101-120 ,ASC,
768,Cyber Insurance for Heterogeneous Wireless Networks.,2018,"Xiao Lu, Dusit Niyato, Hai Jiang, Ping Wang, H. Vincent Poor",IEEE Commun. Mag. 56: 21-27 ,CM,
769,When Mobile Blockchain Meets Edge Computing.,2018,"Zehui Xiong, Yang Zhang, Dusit Niyato, Ping Wang, Zhu Han",IEEE Commun. Mag. 56: 33-39 ,CM,
770,Ambient Backscatter Communications: A Contemporary Survey.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Xiao Lu, Dusit Niyato, Ping Wang, Dong In Kim",IEEE Commun. Surv. Tutorials 20: 2889-2922 ,COMSUR,
771,A Joint Unsupervised Learning and Genetic Algorithm Approach for Topology Control in Energy-Efficient Ultra-Dense Wireless Sensor Networks.,2018,"Yuchao Chang, Xiaobing Yuan, Baoqing Li, Dusit Niyato, Naofal Al-Dhahir",IEEE Commun. Lett. 22: 2370-2373 ,ICL,
772,Profit Maximization Mechanism and Data Management for Data Analytics Services.,2018,"Yutao Jiao, Ping Wang, Shaohan Feng, Dusit Niyato",IEEE Internet Things J. 5: 2001-2014 ,IOTJ,
773,Toward a Perpetual IoT System: Wireless Power Management Policy With Threshold Structure.,2018,"Yang Zhang, Zehui Xiong, Dusit Niyato, Ping Wang, Dong In Kim",IEEE Internet Things J. 5: 5254-5270 ,IOTJ,
774,Managing Physical Layer Security in Wireless Cellular Networks: A Cyber Insurance Approach.,2018,"Xiao Lu, Dusit Niyato, Nicolas Privault, Hai Jiang, Ping Wang",IEEE J. Sel. Areas Commun. 36: 1648-1661 ,JSAC,
775,Learning for Robust Routing Based on Stochastic Game in Cognitive Radio Networks.,2018,"Wenbo Wang, Andres Kwasinski, Dusit Niyato, Zhu Han",IEEE Trans. Commun. 66: 2588-2602 ,TCOM,
776,Backscatter Relay Communications Powered by Wireless Energy Beamforming.,2018,"Shimin Gong, Xiaoxia Huang, Jing Xu, Wei Liu, Ping Wang, Dusit Niyato",IEEE Trans. Commun. 66: 3187-3200 ,TCOM,
777,Scalable Traffic Management for Mobile Cloud Services in 5G Networks.,2018,"Lanchao Liu, Dusit Niyato, Ping Wang, Zhu Han",IEEE Trans. Netw. Serv. Manag. 15: 1560-1570 ,TNSM,
778,A Quality-Oriented Data Collection Scheme in Vehicular Sensor Networks.,2018,"Wendi Nie, Victor C. S. Lee, Dusit Niyato, Yaoxin Duan, Kai Liu, Sarana Nutanong",IEEE Trans. Veh. Technol. 67: 5570-5584 ,TVT,
779,RaptorQ-Based Efficient Multimedia Transmission Over Cooperative Cellular Cognitive Radio Networks.,2018,"Amjad Ali, Kyung Sup Kwak, Nguyen Hoang Tran, Zhu Han, Dusit Niyato, Furkh Zeshan, M. Talha Gul, Doug Young Suh",IEEE Trans. Veh. Technol. 67: 7275-7289 ,TVT,
780,Wireless-Powered Device-to-Device Communications With Ambient Backscattering: Performance Modeling and Analysis.,2018,"Xiao Lu, Hai Jiang, Dusit Niyato, Dong In Kim, Zhu Han",IEEE Trans. Wirel. Commun. 17: 1528-1544 ,TWC,
781,An Asymmetric Evolutionary Bayesian Coalition Formation Game for Distributed Resource Sharing in a Multi-Cell Device-to-Device Enabled Cellular Network.,2018,"Alia Asheralieva, Tony Q. S. Quek, Dusit Niyato",IEEE Trans. Wirel. Commun. 17: 3752-3767 ,TWC,
782,Physical Layer Security in Wireless Networks With Ginibre Point Processes.,2018,"Han-Bae Kong, Ping Wang, Dusit Niyato, Yu Cheng",IEEE Trans. Wirel. Commun. 17: 5132-5147 ,TWC,
783,Fog Radio Access Networks: Ginibre Point Process Modeling and Analysis.,2018,"Han-Bae Kong, Ian Flint, Ping Wang, Dusit Niyato, Nicolas Privault",IEEE Trans. Wirel. Commun. 17: 5564-5580 ,TWC,
784,Stackelberg Game for Distributed Time Scheduling in RF-Powered Backscatter Cognitive Radio Networks.,2018,"Wenbo Wang, Dinh Thai Hoang, Dusit Niyato, Ping Wang, Dong In Kim",IEEE Trans. Wirel. Commun. 17: 5606-5622 ,TWC,
785,Ambient Backscatter Assisted Wireless Powered Communications.,2018,"Xiao Lu, Dusit Niyato, Hai Jiang, Dong In Kim, Yong Xiao, Zhu Han",IEEE Wirel. Commun. 25: 170-177 ,WC,
786,A Dynamic Edge Caching Framework for Mobile 5G Networks.,2018,"Dinh Thai Hoang, Dusit Niyato, Diep N. Nguyen, Eryk Dutkiewicz, Ping Wang, Zhu Han",IEEE Wirel. Commun. 25: 95-103 ,WC,
787,On Power-Efficient Planning in Dynamic Small Cell Networks.,2018,"Setareh Maghsudi, Dusit Niyato",IEEE Wirel. Commun. Lett. 7: 304-307 ,WCL,
788,Evolutionary Game for Mining Pool Selection in Blockchain Networks.,2018,"Xiaojun Liu, Wenbo Wang, Dusit Niyato, Narisa Zhao, Ping Wang",IEEE Wirel. Commun. Lett. 7: 760-763 ,WCL,
789,Optimal Time Scheduling for Wireless-Powered Backscatter Communication Networks.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Dusit Niyato, Ping Wang, Dong In Kim",IEEE Wirel. Commun. Lett. 7: 820-823 ,WCL,
790,Evolving Risk Management Against Advanced Persistent Threats in Fog Computing.,2018,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang, Amir Leshem",CloudNet 2018: 1-6,CLOUDNET,
791,Cyber Risk Management with Risk Aware Cyber-Insurance in Blockchain Networks.,2018,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang, Shaun Shuxun Wang, Yang Zhang",GLOBECOM 2018: 1-7,GLOBECOM,B
792,Reinforcement Learning Approach for RF-Powered Cognitive Radio Network with Ambient Backscatter.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Ping Wang",GLOBECOM 2018: 1-6,GLOBECOM,B
793,A Game Theoretic Approach for Backscatter-Aided Relay Communications in Hybrid Radio Networks.,2018,"Jiachen Li, Jing Xu, Shimin Gong, Chengming Li, Dusit Niyato",GLOBECOM 2018: 1-6,GLOBECOM,B
794,A Socially-Aware Incentive Mechanism for Mobile Crowdsensing Service Market.,2018,"Jiangtian Nie, Zehui Xiong, Dusit Niyato, Ping Wang, Jun Luo",GLOBECOM 2018: 1-7,GLOBECOM,B
795,Game Theoretic Analysis for Joint Sponsored and Edge Caching Content Service Market.,2018,"Zehui Xiong, Shaohan Feng, Dusit Niyato, Ping Wang, Amir Leshem, Yang Zhang",GLOBECOM 2018: 1-7,GLOBECOM,B
796,Deep Reinforcement Learning for User Association and Resource Allocation in Heterogeneous Networks.,2018,"Nan Zhao, Ying-Chang Liang, Dusit Niyato, Yiyang Pei, Yunhao Jiang",GLOBECOM 2018: 1-6,GLOBECOM,B
797,Joint Optimization of Wireless Power Transfer and Collaborative Beamforming for Relay Communications.,2018,"Yuze Zou, Wei Liu, Shimin Gong, Kun Zhu, Dusit Niyato",GLOBECOM Workshops 2018: 1-6,GLOBECOM,B
798,Decentralized Caching for Content Delivery Based on Blockchain: A Game Theoretic Perspective.,2018,"Wenbo Wang, Dusit Niyato, Ping Wang, Amir Leshem",ICC 2018: 1-6,ICC,
799,Social Welfare Maximization Auction in Edge Computing Resource Allocation for Mobile Blockchain.,2018,"Yutao Jiao, Ping Wang, Dusit Niyato, Zehui Xiong",ICC 2018: 1-6,ICC,
800,Wireless Caching Helper Networks: Ginibre Point Process Modeling and Analysis.,2018,"Han-Bae Kong, Ian Flint, Ping Wang, Dusit Niyato, Nicolas Privault",ICC 2018: 1-6,ICC,
801,Performance Analysis of Wireless-Powered Relaying with Ambient Backscattering.,2018,"Xiao Lu, Guangxia Li, Hai Jiang, Dusit Niyato, Ping Wang",ICC 2018: 1-6,ICC,
802,A Cyber Insurance Approach to Manage Physical Layer Secrecy for Massive MIMO Cellular Networks.,2018,"Xiao Lu, Dusit Niyato, Nicolas Privault, Hai Jiang, Shaun Shuxun Wang",ICC 2018: 1-6,ICC,
803,Optimal Auction for Edge Computing Resource Management in Mobile Blockchain Networks: A Deep Learning Approach.,2018,"Nguyen Cong Luong, Zehui Xiong, Ping Wang, Dusit Niyato",ICC 2018: 1-6,ICC,
804,Optimal Pricing-Based Edge Computing Resource Management in Mobile Blockchain.,2018,"Zehui Xiong, Shaohan Feng, Dusit Niyato, Ping Wang, Zhu Han",ICC 2018: 1-6,ICC,
805,Performance Analysis and Application of Mobile Blockchain.,2018,"Kongrath Suankaewmanee, Dinh Thai Hoang, Dusit Niyato, Suttinee Sawadsitang, Ping Wang, Zhu Han",ICNC 2018: 642-646,ICCNC,
806,Competitive Data Trading in Wireless-Powered Internet of Things (IoT) Crowdsensing Systems with Blockchain.,2018,"Shaohan Feng, Wenbo Wang, Dusit Niyato, Dong In Kim, Ping Wang",ICCS 2018: 389-394,ICCOMS,
807,One-Hop Out-of-Band Control Planes for Low-Power Multi-Hop Wireless Networks.,2018,"Chaojie Gu, Rui Tan, Xin Lou, Dusit Niyato",INFOCOM 2018: 1187-1195,INFOCOM,A*
808,An Auction-Based Time Scheduling Mechanism for Backscatter-Aided RF-Powered Cognitive Radio Networks.,2018,"Xiaozheng Gao, Ping Wang, Dusit Niyato, Kai Yang, Jianping An",iThings/GreenCom/CPSCom/SmartData 2018: 301-307,ITHINGS,
809,Competitive Security Pricing in Cyber-Insurance Market: A Game-Theoretic Analysis.,2018,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang",VTC Fall 2018: 1-5,VTC,B
810,Optimal Cross Slice Orchestration for 5G Mobile Services.,2018,"Dinh Thai Hoang, Dusit Niyato, Ping Wang, Antonio De Domenico, Emilio Calvanese Strinati",VTC Fall 2018: 1-5,VTC,B
811,Supplier Cooperation in Drone Delivery.,2018,"Suttinee Sawadsitang, Dusit Niyato, Puay Siew Tan, Ping Wang",VTC Fall 2018: 1-5,VTC,B
812,Joint pricing and security investment for cloud-insurance: A security interdependency perspective.,2018,"Shaohan Feng, Zehui Xiong, Dusit Niyato, Ping Wang, Shaun Shuxun Wang",WCNC 2018: 1-6,WCNC,B
813,A stochastic programming approach for risk management in mobile cloud computing.,2018,"Dinh Thai Hoang, Dusit Niyato, Ping Wang, Shaun Shuxun Wang, Diep N. Nguyen, Eryk Dutkiewicz",WCNC 2018: 1-6,WCNC,B
814,Scalable and cost-efficient algorithms for baseband unit (BBU) function split placement.,2018,"Niezi Mharsi, Makhlouf Hadji, Dusit Niyato, William Diego, Ruby Krishnaswamy",WCNC 2018: 1-6,WCNC,B
815,Cyberattack detection in mobile cloud computing: A deep learning approach.,2018,"Khoi Khac Nguyen, Dinh Thai Hoang, Dusit Niyato, Ping Wang, Diep N. Nguyen, Eryk Dutkiewicz",WCNC 2018: 1-6,WCNC,B
816,Competition and cooperation analysis for data sponsored market: A network effects model.,2018,"Zehui Xiong, Shaohan Feng, Dusit Niyato, Ping Wang, Yang Zhang",WCNC 2018: 1-6,WCNC,B
817,Joint optimization of information trading in Internet of Things (IoT) market with externalities.,2018,"Yang Zhang, Zehui Xiong, Dusit Niyato, Ping Wang, Jiangming Jin",WCNC 2018: 1-6,WCNC,B
818,Network Slicing with Mobile Edge Computing for Micro-Operator Networks in Beyond 5G.,2018,"Tachporn Sanguanpuak, Nandana Rajatheva, Dusit Niyato, Matti Latva-aho",WPMC 2018: 352-357,WPMC,
819,Optimal Time Scheduling for Wireless-Powered Backscatter Communication Networks.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Dusit Niyato, Ping Wang, Dong In Kim",CoRR abs/1801.02344 ,CORR,
820,Decentralized Caching for Content Delivery Based on Blockchain: A Game Theoretic Perspective.,2018,"Wenbo Wang, Dusit Niyato, Ping Wang, Amir Leshem",CoRR abs/1801.07604 ,CORR,
821,Edge Caching in Delay-Constrained Virtualized Cellular Networks: Analysis and Market.,2018,"Tachporn Sanguanpuak, Sudarshan Guruacharya, Ekram Hossain, Dusit Niyato, Nandana Rajatheva, Matti Latva-aho",CoRR abs/1802.04769 ,CORR,
822,Optimal Stochastic Delivery Planning in Full-Truckload and Less-Than-Truckload Delivery.,2018,"Suttinee Sawadsitang, Rakpong Kaewpuang, Siwei Jiang, Dusit Niyato, Ping Wang",CoRR abs/1802.08540 ,CORR,
823,Optimal Stochastic Package Delivery Planning with Deadline: A Cardinality Minimization in Routing.,2018,"Suttinee Sawadsitang, Siwei Jiang, Dusit Niyato, Ping Wang",CoRR abs/1803.02232 ,CORR,
824,"Joint Communication, Computation, Caching, and Control in Big Data Multi-access Edge Computing.",2018,"Anselme Ndikumana, Nguyen Hoang Tran, Tai Manh Ho, Zhu Han, Walid Saad, Dusit Niyato, Choong Seon Hong",CoRR abs/1803.11512 ,CORR,
825,Stackelberg Game for Distributed Time Scheduling in RF-Powered Backscatter Cognitive Radio Networks.,2018,"Wenbo Wang, Dinh Thai Hoang, Dusit Niyato, Ping Wang, Dong In Kim",CoRR abs/1804.02630 ,CORR,
826,Auction Mechanisms in Cloud/Fog Computing Resource Allocation for Public Blockchain Networks.,2018,"Yutao Jiao, Ping Wang, Dusit Niyato, Kongrath Suankaewmanee",CoRR abs/1804.09961 ,CORR,
827,On Cyber Risk Management of Blockchain Networks: A Game Theoretic Approach.,2018,"Shaohan Feng, Wenbo Wang, Zehui Xiong, Dusit Niyato, Ping Wang, Shaun Shuxun Wang",CoRR abs/1804.10412 ,CORR,
828,A Survey on Consensus Mechanisms and Mining Management in Blockchain Networks.,2018,"Wenbo Wang, Dinh Thai Hoang, Zehui Xiong, Dusit Niyato, Ping Wang, Peizhao Hu, Yonggang Wen",CoRR abs/1805.02707 ,CORR,
829,Market-Oriented Information Trading in Internet of Things (IoT) for Smart Cities.,2018,"Yang Zhang, Zehui Xiong, Dusit Niyato, Ping Wang, Zhu Han",CoRR abs/1806.05583 ,CORR,
830,A Hierarchical Game with Strategy Evolution for Mobile Sponsored Content and Service Markets.,2018,"Wenbo Wang, Zehui Xiong, Dusit Niyato, Ping Wang, Zhu Han",CoRR abs/1806.11264 ,CORR,
831,A Stackelberg Game Approach Towards Socially-Aware Incentive Mechanisms for Mobile Crowdsensing.,2018,"Jiangtian Nie, Jun Luo, Zehui Xiong, Dusit Niyato, Ping Wang",CoRR abs/1807.08412 ,CORR,
832,Dynamic Pricing for Revenue Maximization in Mobile Social Data Market with Network Effects.,2018,"Zehui Xiong, Dusit Niyato, Ping Wang, Zhu Han, Yang Zhang",CoRR abs/1808.04039 ,CORR,
833,Game Theoretic Analysis for Joint Sponsored and Edge Caching Content Service Market.,2018,"Zehui Xiong, Shaohan Feng, Dusit Niyato, Ping Wang, Amir Leshem, Yang Zhang",CoRR abs/1808.04067 ,CORR,
834,Joint Ground and Aerial Package Delivery Services: A Stochastic Optimization Approach.,2018,"Suttinee Sawadsitang, Dusit Niyato, Puay Siew Tan, Ping Wang",CoRR abs/1808.04617 ,CORR,
835,Reinforcement Learning Approach for RF-Powered Cognitive Radio Network with Ambient Backscatter.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Ping Wang",CoRR abs/1808.07601 ,CORR,
836,Multi-operator spectrum sharing using matching game in small cells network.,2018,"Tachporn Sanguanpuak, Nandana Rajatheva, Mehdi Bennis, Dusit Niyato, Matti Latva-aho",CoRR abs/1808.08852 ,CORR,
837,Competitive Data Trading in Wireless-Powered Internet of Things (IoT) Crowdsensing Systems with Blockchain.,2018,"Shaohan Feng, Wenbo Wang, Dusit Niyato, Dong In Kim, Ping Wang",CoRR abs/1808.10217 ,CORR,
838,Optimal and Low-Complexity Dynamic Spectrum Access for RF-Powered Ambient Backscatter System with Online Reinforcement Learning.,2018,"Nguyen Van Huynh, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Ping Wang",CoRR abs/1809.02753 ,CORR,
839,Towards Secure Blockchain-enabled Internet of Vehicles: Optimizing Consensus Management Using Reputation and Contract Theory.,2018,"Jiawen Kang, Zehui Xiong, Dusit Niyato, Dongdong Ye, Dong In Kim, Jun Zhao",CoRR abs/1809.08387 ,CORR,
840,Deep Reinforcement Learning for Time Scheduling in RF-Powered Backscatter Cognitive Radio Networks.,2018,"Tran The Anh, Nguyen Cong Luong, Dusit Niyato, Ying-Chang Liang, Dong In Kim",CoRR abs/1810.04520 ,CORR,
841,Applications of Deep Reinforcement Learning in Communications and Networking: A Survey.,2018,"Nguyen Cong Luong, Dinh Thai Hoang, Shimin Gong, Dusit Niyato, Ping Wang, Ying-Chang Liang, Dong In Kim",CoRR abs/1810.07862 ,CORR,
842,Robust Transmissions in Wireless Powered Multi-Relay Networks with Chance Interference Constraints.,2018,"Jing Xu, Yuze Zou, Shimin Gong, Lin Gao, Dusit Niyato, Wenqing Cheng",CoRR abs/1810.07889 ,CORR,
843,Joint Transaction Transmission and Channel Selection in Cognitive Radio Based Blockchain Networks: A Deep Reinforcement Learning Approach.,2018,"Nguyen Cong Luong, Tran The Anh, Huynh Thi Thanh Binh, Dusit Niyato, Dong In Kim, Ying-Chang Liang",CoRR abs/1810.10139 ,CORR,
844,Network Slicing with Mobile Edge Computing for Micro-Operator Networks in Beyond 5G.,2018,"Tachporn Sanguanpuak, Nandana Rajatheva, Dusit Niyato, Matti Latva-aho",CoRR abs/1811.01744 ,CORR,
845,Deep Reinforcement Learning based Modulation and Coding Scheme Selection in Cognitive Heterogeneous Networks.,2018,"Lin Zhang, Junjie Tan, Ying-Chang Liang, Gang Feng, Dusit Niyato",CoRR abs/1811.02868 ,CORR,
846,Evolutionary Game for Consensus Provision in Permissionless Blockchain Networks with Shard.,2018,"Zhengwei Ni, Wenbo Wang, Dong In Kim, Ping Wang, Dusit Niyato",CoRR abs/1811.06667 ,CORR,
847,Joint Service Pricing and Cooperative Relay Communication for Federated Learning.,2018,"Shaohan Feng, Dusit Niyato, Ping Wang, Dong In Kim, Ying-Chang Liang",CoRR abs/1811.12082 ,CORR,
848,Deep Q-Learning for Dynamic Reliability Aware NFV-Based Service Provisioning.,2018,"Hamed Rahmani Khezri, Puria Azadi Moghadam, Mohammad Karimzadeh-Farshbafan, Vahid Shah-Mansouri, Hamed Kebriaei, Dusit Niyato",CoRR abs/1812.00737 ,CORR,
849,Efficient Training Management for Mobile Crowd-Machine Learning: A Deep Reinforcement Learning Approach.,2018,"Tran The Anh, Nguyen Cong Luong, Dusit Niyato, Dong In Kim, Li-Chun Wang",CoRR abs/1812.03633 ,CORR,
850,Distributed Deep Learning at the Edge: A Novel Proactive and Cooperative Caching Framework for Mobile Edge Networks.,2018,"Yuris Mulya Saputra, Dinh Thai Hoang, Diep N. Nguyen, Eryk Dutkiewicz, Dusit Niyato, Dong In Kim",CoRR abs/1812.05374 ,CORR,
851,Charging and Discharging of Plug-In Electric Vehicles (PEVs) in Vehicle-to-Grid (V2G) Systems: A Cyber Insurance-Based Model.,2017,"Dinh Thai Hoang, Ping Wang, Dusit Niyato, Ekram Hossain",IEEE Access 5: 732-754 ,ACCESS,
852,Impact of the Wireless Network's PHY Security and Reliability on Demand-Side Management Cost in the Smart Grid.,2017,"Ahmed El Shafie, Dusit Niyato, Ridha Hamila, Naofal Al-Dhahir",IEEE Access 5: 5678-5689 ,ACCESS,
853,Practical Perspectives on IoT in 5G Networks: From Theory to Industrial Challenges and Business Opportunities.,2017,"Dusit Niyato, Marco Maso, Dong In Kim, Ariton E. Xhafa, Michele Zorzi, Ashutosh Dutta",IEEE Commun. Mag. 55: 68-69 ,CM,
854,The Accuracy-Privacy Trade-off of Mobile Crowdsensing.,2017,"Mohammad Abu Alsheikh, Yutao Jiao, Dusit Niyato, Ping Wang, Derek Leong, Zhu Han",IEEE Commun. Mag. 55: 132-139 ,CM,
855,A Hierarchical Game Framework for Resource Management in Fog Computing.,2017,"Huaqing Zhang, Yanru Zhang, Yunan Gu, Dusit Niyato, Zhu Han",IEEE Commun. Mag. 55: 52-57 ,CM,
856,Resource Management in Cloud Networking Using Economic Analysis and Pricing Models: A Survey.,2017,"Nguyen Cong Luong, Ping Wang, Dusit Niyato, Yonggang Wen, Zhu Han",IEEE Commun. Surv. Tutorials 19: 954-1001 ,COMSUR,
